method,k,w,av_sq,std_sq,av_tq,std_tq,av_total_score,av_purity,std_purity
evol,9,0.30000000000000004,0.8481320213961072,0.019512899905600418,0.9790568486710652,0.12621394528261712,0.9135944350335862,0.5316919669707261,0.06887306788195885
evol,9,0.4,0.8411947425791486,0.023183029216206893,0.9825987927450119,0.12484361685253952,0.9118967676620803,0.5083557179354805,0.0744725065344646
evol,9,0.5,0.8311460506360104,0.030445459178262677,0.9846153846153847,0.12403473458920845,0.9078807176256976,0.49793812450035657,0.07278953934900219
evol,9,0.6000000000000001,0.8311460506360104,0.030445459178262677,0.9846153846153847,0.12403473458920845,0.9078807176256976,0.49793812450035657,0.07278953934900219
evol,9,0.7000000000000001,0.8311460506360104,0.030445459178262677,0.9846153846153847,0.12403473458920845,0.9078807176256976,0.49793812450035657,0.07278953934900219
evol,9,0.8,0.8311460506360104,0.030445459178262677,0.9846153846153847,0.12403473458920845,0.9078807176256976,0.49793812450035657,0.07278953934900219
evol,9,0.9,0.8311460506360104,0.030445459178262677,0.9846153846153847,0.12403473458920845,0.9078807176256976,0.49793812450035657,0.07278953934900219
evol,9,1.0,0.8311460506360104,0.030445459178262677,0.9846153846153847,0.12403473458920845,0.9078807176256976,0.49793812450035657,0.07278953934900219
evol,10,0.0,0.8812398692518049,0.014582050309120754,0.9474923473626296,0.12020933163397063,0.9143661083072172,0.610524311808593,0.07381682913720171
evol,10,0.1,0.8775638041080077,0.013757342974939685,0.9609466090047173,0.1243604447418467,0.9192552065563625,0.602150930451934,0.075690960032938
evol,10,0.2,0.8749926706529488,0.015437676796492225,0.9707219408646129,0.12773381509267026,0.9228573057587809,0.6028577308978648,0.07364612175891831
evol,10,0.30000000000000004,0.853911435144605,0.02207854254568998,0.9789437361780794,0.12604584413763065,0.9164275856613422,0.531780513142817,0.09024629001593724
evol,10,0.4,0.8458357003507889,0.022058622753410043,0.9826563528239647,0.12479123768326085,0.9142460265873769,0.5214038362257258,0.08630095533824567
evol,10,0.5,0.8350093177318232,0.028946054691878168,0.9846153846153847,0.12403473458920845,0.9098123511736039,0.5166940176311909,0.08456503287872781
evol,10,0.6000000000000001,0.8350093177318232,0.028946054691878168,0.9846153846153847,0.12403473458920845,0.9098123511736039,0.5166940176311909,0.08456503287872781
evol,10,0.7000000000000001,0.8350093177318232,0.028946054691878168,0.9846153846153847,0.12403473458920845,0.9098123511736039,0.5166940176311909,0.08456503287872781
evol,10,0.8,0.8350093177318232,0.028946054691878168,0.9846153846153847,0.12403473458920845,0.9098123511736039,0.5166940176311909,0.08456503287872781
evol,10,0.9,0.8350093177318232,0.028946054691878168,0.9846153846153847,0.12403473458920845,0.9098123511736039,0.5166940176311909,0.08456503287872781
evol,10,1.0,0.8350093177318232,0.028946054691878168,0.9846153846153847,0.12403473458920845,0.9098123511736039,0.5166940176311909,0.08456503287872781
